Original,Canonical,Changed
best,best,False
cambrai,cambrai,False
cancale,cancale,False
candi merak,candi merak,False
capitool,capitool,False
cantù,cantù,False
capellen,capellen,False
capelle aan den ijssel,capelle aan den ijssel,False
capella medici,capella medici,False
capel curig,capel curig,False
cape of good hope,cape of good hope,False
cape elizabeth,cape elizabeth,False
cap spartel,cap spartel,False
cap de la hève,cap de la hève,False
canton,canton,False
candi plaosan,candi plaosan,False
cantley,cantley,False
canterbury,canterbury,False
cantenac,cantenac,False
cantal,cantal,False
canovelles,canovelles,False
canosa di puglia,canosa di puglia,False
cannstatt,cannstatt,False
canebière,canebière,False
brouwershaven,brouwershaven,False
broussa,broussa,False
broughty ferry,broughty ferry,False
bommel,bommel,False
bonneville,bonneville,False
bonneuil-sur-marne,bonneuil-sur-marne,False
bonnes,bonnes,False
bonifacio,bonifacio,False
bondy,bondy,False
boncourt,boncourt,False
bonchurch,bonchurch,False
bonampak,bonampak,False
bolzano,bolzano,False
bijapur,bijapur,False
bolton abbey,bolton abbey,False
bikaner,bikaner,False
bolton,bolton,False
bollenstreek,bollenstreek,False
biland khel,biland khel,False
bolbec,bolbec,False
bokula,bokula,False
bois-colombes,bois-colombes,False
bonsecours,bonsecours,False
boompjes,boompjes,False
bilaspur,bilaspur,False
borobudur,borobudur,False
bosporus,bosporus,False
bosnia,bosnia,False
boskoop,boskoop,False
bosham,bosham,False
bosch en duin,bosch en duin,False
boscastle,boscastle,False
bielefeld,bielefeld,False
biervliet,biervliet,False
bigeh,bigeh,False
boppard,boppard,False
biggersberg,biggersberg,False
bihar,bihar,False
borgund,borgund,False
borghees,borghees,False
borgerhout,borgerhout,False
bordighera,bordighera,False
borculo,borculo,False
borce,borce,False
bois de vincennes,bois de vincennes,False
bilbao,bilbao,False
bosvoorde,bosvoorde,False
bièvres,bièvres,False
blakeney,blakeney,False
blairgowrie,blairgowrie,False
blaesheim,blaesheim,False
bladensburg,bladensburg,False
blackpool,blackpool,False
blackheath,blackheath,False
blackgang,blackgang,False
black sea,black sea,False
bizen,bizen,False
binche,binche,False
bizanos,bizanos,False
biwameer,biwameer,False
bishopstoke,bishopstoke,False
bishapur,bishapur,False
birstein,birstein,False
birr,birr,False
biron,biron,False
bingen,bingen,False
blankenberge,blankenberge,False
blankenese,blankenese,False
bogor,bogor,False
bodenthal,bodenthal,False
bogenšperk,bogenšperk,False
boer,boer,False
boekel,boekel,False
bilston,bilston,False
bilzen,bilzen,False
bodjong,bodjong,False
bodiam,bodiam,False
bodetal,bodetal,False
bima,bima,False
blicquy,blicquy,False
bodegraven,bodegraven,False
bochum,bochum,False
blégný,blégný,False
blue john cavern,blue john cavern,False
bludenz,bludenz,False
blomberg,blomberg,False
blokzijl,blokzijl,False
bloemfontein,bloemfontein,False
bossons glacier,bossons glacier,False
biel/bienne,biel/bienne,False
broughton,broughton,False
bressanone,bressanone,False
bridport,bridport,False
bridgeport,bridgeport,False
bricquebec,bricquebec,False
briare,briare,False
breydon,breydon,False
breukelen,breukelen,False
breteuil-sur-noye,breteuil-sur-noye,False
beyton,beyton,False
bhagalpur,bhagalpur,False
brielle,brielle,False
brescia,brescia,False
bhamo,bhamo,False
brenchley,brenchley,False
bremerhaven,bremerhaven,False
bhopal,bhopal,False
breisgau,breisgau,False
breisach,breisach,False
bregenz,bregenz,False
brieg,brieg,False
brienz,brienz,False
bhutan,bhutan,False
brixton,brixton,False
brooklyn,brooklyn,False
brompton,brompton,False
bromley,bromley,False
bromberg,bromberg,False
broerenkerk,broerenkerk,False
broek in waterland,broek in waterland,False
brodick,brodick,False
brocken,brocken,False
brixham,brixham,False
beykoz,beykoz,False
brittany,brittany,False
bex,bex,False
bexhill-on-sea,bexhill-on-sea,False
britain,britain,False
brissago,brissago,False
brilon,brilon,False
brignoles,brignoles,False
brig o' doon,brig o' doon,False
breestraat,breestraat,False
brazil,brazil,False
botersloot,botersloot,False
boulevard saint-denis,boulevard saint-denis,False
biebrich,biebrich,False
bourges,bourges,False
bourg-la-reine,bourg-la-reine,False
bourg-en-bresse,bourg-en-bresse,False
bourg-achard,bourg-achard,False
boulogne-sur-seine,boulogne-sur-seine,False
boulogne-sur-mer,boulogne-sur-mer,False
boulevard saint-martin,boulevard saint-martin,False
boulevard des italiens,boulevard des italiens,False
bouxwiller,bouxwiller,False
boulevard anspach,boulevard anspach,False
boulder,boulder,False
bouillon,bouillon,False
bougival,bougival,False
bouffioulx,bouffioulx,False
bouches-du-rhône,bouches-du-rhône,False
bou saâda,bou saâda,False
botswana,botswana,False
bournemouth,bournemouth,False
biddenden,biddenden,False
bray,bray,False
braemar,braemar,False
braunau-am-inn,braunau-am-inn,False
braubach,braubach,False
brattlandsdalen,brattlandsdalen,False
brastagi,brastagi,False
branxholme castle,branxholme castle,False
brandenburg,brandenburg,False
brakel,brakel,False
braine-le-comte,braine-le-comte,False
bradford-on-avon,bradford-on-avon,False
bovey tracey,bovey tracey,False
biarritz,biarritz,False
bradford,bradford,False
bracklinn falls,bracklinn falls,False
bracciano,bracciano,False
bozouls,bozouls,False
boyolali,boyolali,False
boxtel,boxtel,False
boxmeer,boxmeer,False
catalonia,catalonia,False
berkum,berkum,False
dehua,dehua,False
caucasus mountains,caucasus mountains,False
cortona,cortona,False
cortina d'ampezzo,cortina d'ampezzo,False
corte,corte,False
corpach,corpach,False
coronie,coronie,False
coromandel coast,coromandel coast,False
cornwall,cornwall,False
corno nero,corno nero,False
cornhill-on-tweed,cornhill-on-tweed,False
cork,cork,False
corinth,corinth,False
corfe castle,corfe castle,False
corbeil-essonnes,corbeil-essonnes,False
corbeil,corbeil,False
coos,coos,False
cook islands,cook islands,False
conwy castle,conwy castle,False
conwy,conwy,False
contrexéville,contrexéville,False
cosne,cosne,False
beers,beers,False
beemster,beemster,False
beek en donk,beek en donk,False
creil,creil,False
crayford,crayford,False
bedum,bedum,False
coventry,coventry,False
covent garden,covent garden,False
cousins island,cousins island,False
courmayeur,courmayeur,False
courbevoie,courbevoie,False
beek ubbergen,beek ubbergen,False
beekbergen,beekbergen,False
country,country,False
coulommiers,coulommiers,False
couilly,couilly,False
coudewater,coudewater,False
coucy-le-château,coucy-le-château,False
cottbus,cottbus,False
cothen,cothen,False
coswig,coswig,False
constantinople,constantinople,False
constantine,constantine,False
conques,conques,False
colesberg,colesberg,False
colombes,colombes,False
coln saint aldwyns,coln saint aldwyns,False
colmar,colmar,False
collégiale notre-dame,collégiale notre-dame,False
collina di san bernardo,collina di san bernardo,False
collegium carolinum,collegium carolinum,False
collegiata santa maria assunta,collegiata santa maria assunta,False
colima,colima,False
colenso,colenso,False
bekasi,bekasi,False
colditz,colditz,False
colchester,colchester,False
col du mont cenis,col du mont cenis,False
col di lana,col di lana,False
col de pierre pertuis,col de pierre pertuis,False
col de peyresourde,col de peyresourde,False
coevorden,coevorden,False
coesfeld,coesfeld,False
bekavallei,bekavallei,False
beijing,beijing,False
coniston,coniston,False
compiègne,compiègne,False
beerschoten-willinkshof,beerschoten-willinkshof,False
congo,congo,False
beersheba springs,beersheba springs,False
beesd,beesd,False
concord,concord,False
conches-en-ouche,conches-en-ouche,False
concarneau,concarneau,False
beets,beets,False
beetsterzwaag,beetsterzwaag,False
colorado springs,colorado springs,False
comodoro rivadavia,comodoro rivadavia,False
comines,comines,False
combourg,combourg,False
combloux,combloux,False
comal,comal,False
columbus,columbus,False
columbia plateau,columbia plateau,False
colosseum,colosseum,False
cremona,cremona,False
bedminster,bedminster,False
creussen,creussen,False
dar es salaam,dar es salaam,False
daun,daun,False
dattenberg,dattenberg,False
datia,datia,False
datchet,datchet,False
dasjoer,dasjoer,False
dartmoor,dartmoor,False
darlington,darlington,False
dargle,dargle,False
beaumont-le-roger,beaumont-le-roger,False
de aar,de aar,False
danbury,danbury,False
damrak,damrak,False
damplein,damplein,False
damme,damme,False
dambulla,dambulla,False
damascus,damascus,False
bedale,bedale,False
dam,dam,False
beaumont-du-périgord,beaumont-du-périgord,False
de bilt,de bilt,False
bedburg-hau,bedburg-hau,False
decatur county,decatur county,False
dehradun,dehradun,False
deer mountain,deer mountain,False
beatenberg,beatenberg,False
dedham,dedham,False
dedgum,dedgum,False
dedemsvaart,dedemsvaart,False
decín,decín,False
decize,decize,False
debrecen,debrecen,False
de haan,de haan,False
beaugency,beaugency,False
beaujeu,beaujeu,False
beaulieu-sur-mer,beaulieu-sur-mer,False
deal,deal,False
deadwood,deadwood,False
de steeg,de steeg,False
de lutte,de lutte,False
de lier,de lier,False
dalmeny,dalmeny,False
dallas,dallas,False
crewe,crewe,False
croyland abbey,croyland abbey,False
cumnock,cumnock,False
cumbria,cumbria,False
culloden,culloden,False
cuisery,cuisery,False
cuijk,cuijk,False
créteil,créteil,False
crystal palace,crystal palace,False
crumlaw,crumlaw,False
croydon,croydon,False
curtea de argeș,curtea de argeș,False
crowleytown,crowleytown,False
crowland,crowland,False
crotone,crotone,False
crooswijk,crooswijk,False
croismare,croismare,False
croatia,croatia,False
cristallomassief,cristallomassief,False
cripple creek,cripple creek,False
cumnor,cumnor,False
cuttack,cuttack,False
dalfsen,dalfsen,False
bedford,bedford,False
dalarna,dalarna,False
dal van hinnom,dal van hinnom,False
dakka,dakka,False
dahestan,dahestan,False
dagestan,dagestan,False
dagelijkse groenmarkt,dagelijkse groenmarkt,False
dadizele,dadizele,False
beddgelert,beddgelert,False
dabo,dabo,False
cuzco,cuzco,False
côte d’ivoire,côte d’ivoire,False
côte d'ivoire,côte d'ivoire,False
côte d'azur,côte d'azur,False
cévennes,cévennes,False
cádiz,cádiz,False
czechoslovakia,czechoslovakia,False
cyprus,cyprus,False
cyclades,cyclades,False
cochem,cochem,False
coburg,coburg,False
cobridge,cobridge,False
chantilly,chantilly,False
charleston,charleston,False
charleroi,charleroi,False
charlemont,charlemont,False
bennebroek,bennebroek,False
charing cross,charing cross,False
charenton-le-pont,charenton-le-pont,False
charente,charente,False
chard,chard,False
chanteuges,chanteuges,False
charlieu,charlieu,False
changzhou,changzhou,False
champéry,champéry,False
champigny-sur-marne,champigny-sur-marne,False
chambery,chambery,False
chambord,chambord,False
chamba,chamba,False
chalkis,chalkis,False
chalfont saint peter,chalfont saint peter,False
charleville-mézières,charleville-mézières,False
charmouth,charmouth,False
chagford,chagford,False
chengalpattu,chengalpattu,False
cherokee,cherokee,False
cherbourg,cherbourg,False
cheratte,cheratte,False
chepstow castle,chepstow castle,False
chepstow,chepstow,False
chenonceaux,chenonceaux,False
chennevières-sur-marne,chennevières-sur-marne,False
chenies,chenies,False
chemnitz,chemnitz,False
chat moss,chat moss,False
cheltenham,cheltenham,False
cheddar,cheddar,False
cheb,cheb,False
chavín de huantar,chavín de huantar,False
chaville,chaville,False
chausseehaus,chausseehaus,False
chaudes-aigues,chaudes-aigues,False
chatham,chatham,False
benningbroek,benningbroek,False
chad,chad,False
cheshire,cheshire,False
berkel,berkel,False
central california,central california,False
bergeijk,bergeijk,False
central asia,central asia,False
berghem,berghem,False
central america,central america,False
bergisel,bergisel,False
bergum,bergum,False
bergün,bergün,False
cefalù,cefalù,False
central india,central india,False
berkel en rodenrijs,berkel en rodenrijs,False
berkeley,berkeley,False
cauterets,cauterets,False
caulonia,caulonia,False
caudebec-lès-elbeuf,caudebec-lès-elbeuf,False
caudebec-en-caux,caudebec-en-caux,False
berks county,berks county,False
berkshire,berkshire,False
central europe,central europe,False
bergambacht,bergambacht,False
chaam,chaam,False
central plains,central plains,False
benschop,benschop,False
cetinje,cetinje,False
cetara,cetara,False
cerro blanco,cerro blanco,False
cernobbio,cernobbio,False
bensheim,bensheim,False
cepu,cepu,False
central tibet,central tibet,False
bentheim,bentheim,False
bergama,bergama,False
bentveld,bentveld,False
berar,berar,False
berchem,berchem,False
berchtesgaden,berchtesgaden,False
berg en dal,berg en dal,False
central mexico,central mexico,False
central java,central java,False
central italy,central italy,False
chertsey,chertsey,False
chester,chester,False
belfast,belfast,False
châtillon-en-diois,châtillon-en-diois,False
civitavecchia,civitavecchia,False
belle isle park,belle isle park,False
cirque de gavarnie,cirque de gavarnie,False
circassia,circassia,False
cincinnati,cincinnati,False
cilgerran,cilgerran,False
cilacap,cilacap,False
châtillon-sur-seine,châtillon-sur-seine,False
belleville,belleville,False
claire fontaine,claire fontaine,False
bellinzona,bellinzona,False
châtel-guyon,châtel-guyon,False
châteauneuf,châteauneuf,False
châteaulin,châteaulin,False
châteaugay,châteaugay,False
château-thierry,château-thierry,False
château-d'œx,château-d'œx,False
château de la ferté,château de la ferté,False
civitella,civitella,False
clamart,clamart,False
château de blois,château de blois,False
clewer,clewer,False
coalport,coalport,False
coalbrookdale,coalbrookdale,False
clyde,clyde,False
cluny,cluny,False
clovelly,clovelly,False
cliveden,cliveden,False
clignancourt,clignancourt,False
cley next the sea,cley next the sea,False
clervaux,clervaux,False
clamecy,clamecy,False
clermont-ferrand,clermont-ferrand,False
clementinum,clementinum,False
clelles,clelles,False
clear creek,clear creek,False
clausthal-zellerfeld,clausthal-zellerfeld,False
clausthal,clausthal,False
belinyu,belinyu,False
claremont,claremont,False
château de chambord,château de chambord,False
château de bachivillers,château de bachivillers,False
chevreuse,chevreuse,False
chiesa di san francesco,chiesa di san francesco,False
benediktbeuern,benediktbeuern,False
bengal,bengal,False
chimbote,chimbote,False
chignin,chignin,False
chiffa,chiffa,False
chiesa di sant'agostino,chiesa di sant'agostino,False
chiesa di san giovanni in fonte,chiesa di san giovanni in fonte,False
chiesa di san giorgio maggiore,chiesa di san giorgio maggiore,False
bengkayang,bengkayang,False
bemmel,bemmel,False
chiemsee,chiemsee,False
chicopee,chicopee,False
chichester,chichester,False
chicama valley,chicama valley,False
chicago heights,chicago heights,False
chiavenna,chiavenna,False
chiavari,chiavari,False
benin,benin,False
ben nevis,ben nevis,False
belvidere,belvidere,False
château d'if,château d'if,False
cholula,cholula,False
châlons-en-champagne,châlons-en-champagne,False
beloeil,beloeil,False
chur,chur,False
chupícuaro,chupícuaro,False
christiansø,christiansø,False
christiania,christiania,False
chota nagpur,chota nagpur,False
chomolhari,chomolhari,False
choisy-le-roi,choisy-le-roi,False
chinatown,chinatown,False
chiyoda,chiyoda,False
chivasso,chivasso,False
chittagong,chittagong,False
chiswick,chiswick,False
chiseldon,chiseldon,False
chipping campden,chipping campden,False
chioggia,chioggia,False
chinchow,chinchow,False
grunewald,grunewald,False
gruyères,gruyères,False
gröbenzell,gröbenzell,False
zaltbommel,zaltbommel,False
levkás,levkás,False
levant,levant,False
levallois-perret,levallois-perret,False
leuvehaven,leuvehaven,False
leusden,leusden,False
leur,leur,False
leukerbad,leukerbad,False
leszno,leszno,False
lesbos,lesbos,False
les petites-dalles,les petites-dalles,False
les brenets,les brenets,False
les baux-de-provence,les baux-de-provence,False
les andelys,les andelys,False
lermoos,lermoos,False
lerida,lerida,False
leopoldstadt,leopoldstadt,False
leopoldstad,leopoldstad,False
lent,lent,False
lensahn,lensahn,False
levoča,levoča,False
lewis,lewis,False
lewiston,lewiston,False
lichtenvoorde,lichtenvoorde,False
lierop,lierop,False
lienz,lienz,False
lienden,lienden,False
liedekerke,liedekerke,False
liechtensteinklamm,liechtensteinklamm,False
liebenstein,liebenstein,False
lick observatory,lick observatory,False
lichterfelde,lichterfelde,False
lichtenfels,lichtenfels,False
leyden street,leyden street,False
lichte,lichte,False
lichfield,lichfield,False
libourne,libourne,False
zwickau,zwickau,False
liberia,liberia,False
zwolle,zwolle,False
liancourt,liancourt,False
león,león,False
leningrad,leningrad,False
lengerich,lengerich,False
lena,lena,False
le mont-saint-michel,le mont-saint-michel,False
le vésinet,le vésinet,False
le tréport,le tréport,False
le theux,le theux,False
le puy-en-velay,le puy-en-velay,False
le puy,le puy,False
le pouliguen,le pouliguen,False
le petit andely,le petit andely,False
le passage,le passage,False
le monastier-sur-gazeille,le monastier-sur-gazeille,False
leamington spa,leamington spa,False
le mans,le mans,False
le locle,le locle,False
le lioran,le lioran,False
le hohwald,le hohwald,False
le hameau de la reine,le hameau de la reine,False
le faou,le faou,False
le brassus,le brassus,False
le bourget,le bourget,False
leadville,leadville,False
leatherhead,leatherhead,False
lemsterland,lemsterland,False
leiston,leiston,False
lemmer,lemmer,False
lemiers,lemiers,False
lemgo,lemgo,False
lembeek,lembeek,False
lembang,lembang,False
lekeitio,lekeitio,False
leitmeritz,leitmeritz,False
leith,leith,False
leimuiden,leimuiden,False
lebanon,lebanon,False
leidsestraat,leidsestraat,False
leidschendam,leidschendam,False
leiderdorp,leiderdorp,False
leerdam,leerdam,False
leende,leende,False
leek,leek,False
leeds castle,leeds castle,False
ledeberg,ledeberg,False
lierre,lierre,False
liessel,liessel,False
liguria,liguria,False
longjumeau,longjumeau,False
zeist,zeist,False
loppersum,loppersum,False
loosduinen,loosduinen,False
loosdrechtse plassen,loosdrechtse plassen,False
loon op zand,loon op zand,False
longs peak,longs peak,False
longport,longport,False
longmen,longmen,False
long island,long island,False
lorient,lorient,False
long branch,long branch,False
long beach,long beach,False
lombok,lombok,False
lombardy,lombardy,False
zierikzee,zierikzee,False
loire,loire,False
loir-et-cher,loir-et-cher,False
loggia dei lanzi,loggia dei lanzi,False
loreto,loreto,False
los alamos,los alamos,False
loenen aan de vecht,loenen aan de vecht,False
lower rhine region,lower rhine region,False
zandvoort,zandvoort,False
luchon,luchon,False
lucerne,lucerne,False
luccombe,luccombe,False
luc-sur-mer,luc-sur-mer,False
luanda,luanda,False
loyola,loyola,False
lowestoft,lowestoft,False
lower austria,lower austria,False
zeeland,zeeland,False
lournand,lournand,False
lourenço marques,lourenço marques,False
lourdes,lourdes,False
louny,louny,False
louisville,louisville,False
louisiana,louisiana,False
louis trichardt,louis trichardt,False
los santos province,los santos province,False
loevestein castle,loevestein castle,False
lochindorb,lochindorb,False
lijnden,lijnden,False
lincoln,lincoln,False
lintau buo,lintau buo,False
linschoten,linschoten,False
linköping,linköping,False
linkebeek,linkebeek,False
lingen,lingen,False
lindisfarne,lindisfarne,False
lindenfels,lindenfels,False
lindau,lindau,False
limerick,limerick,False
lippelo,lippelo,False
limburg an der lahn,limburg an der lahn,False
zundert,zundert,False
limburg,limburg,False
limbach-oberfrohna,limbach-oberfrohna,False
limay,limay,False
lima department,lima department,False
lima,lima,False
lillebonne,lillebonne,False
linz,linz,False
liquan,liquan,False
loch ness,loch ness,False
llangollen,llangollen,False
loch maree,loch maree,False
loch lubnaig,loch lubnaig,False
loch lomond,loch lomond,False
loch katrine,loch katrine,False
loch achray,loch achray,False
locarno,locarno,False
llanthony priory,llanthony priory,False
llanthony,llanthony,False
llandudno,llandudno,False
lisbon,lisbon,False
llanberis pass,llanberis pass,False
llanaber,llanaber,False
livorno,livorno,False
littledean,littledean,False
listrac,listrac,False
lisse,lisse,False
lisieux,lisieux,False
"lisez et propagez nos annales: ""l'immacul‚e""","lisez et propagez nos annales: ""l'immacul‚e""",False
le bardo,le bardo,False
lazio,lazio,False
lavelanet,lavelanet,False
krimpen aan den ijssel,krimpen aan den ijssel,False
kruisbaai,kruisbaai,False
kruiningen,kruiningen,False
krugersdorp,krugersdorp,False
kroonstad,kroonstad,False
kronprinzenpalais,kronprinzenpalais,False
krommenie,krommenie,False
aboyne,aboyne,False
kristiansand,kristiansand,False
krimml,krimml,False
kruisstraat,kruisstraat,False
kriegshaber,kriegshaber,False
abu,abu,False
krems,krems,False
kremnica,kremnica,False
kremlin,kremlin,False
krefeld,krefeld,False
abu simbel,abu simbel,False
kranenburg,kranenburg,False
kruiseiland,kruiseiland,False
abingdon,abingdon,False
kraaiveld,kraaiveld,False
königgrätz,königgrätz,False
l'isle-adam,l'isle-adam,False
l'escarène,l'escarène,False
l'aquila,l'aquila,False
l'aigle,l'aigle,False
köpenick,köpenick,False
königstein im taunus,königstein im taunus,False
königssee,königssee,False
königshaus,königshaus,False
kyffhäuser,kyffhäuser,False
aberdeenshire,aberdeenshire,False
kwatrecht,kwatrecht,False
kutná hora,kutná hora,False
kutani,kutani,False
kurtscheid,kurtscheid,False
kupang,kupang,False
kumaon,kumaon,False
kula,kula,False
kuinre,kuinre,False
kralingen,kralingen,False
koudewater,koudewater,False
la chaux-de-fonds,la chaux-de-fonds,False
kobe,kobe,False
koivuniemi,koivuniemi,False
kohat,kohat,False
adare,adare,False
koganei,koganei,False
adelaide,adelaide,False
kodumbalur,kodumbalur,False
kodagu,kodagu,False
kochi,kochi,False
koba,koba,False
kolobrzeg,kolobrzeg,False
knowsley hall,knowsley hall,False
knossos,knossos,False
knole house,knole house,False
knokke,knokke,False
kneuterdijk,kneuterdijk,False
klundert,klundert,False
kloveniersburgwal,kloveniersburgwal,False
klosterneuburg,klosterneuburg,False
kolderveen,kolderveen,False
kom ombo,kom ombo,False
koudekerke,koudekerke,False
achtmaal,achtmaal,False
koudekerk aan den rijn,koudekerk aan den rijn,False
kotah,kotah,False
kota,kota,False
koszalin,koszalin,False
kortgene,kortgene,False
kortenhoef,kortenhoef,False
korte geldersekade,korte geldersekade,False
korsør,korsør,False
korean peninsula,korean peninsula,False
kongsberg,kongsberg,False
korea or china,korea or china,False
acilia,acilia,False
kootwijk,kootwijk,False
konya,konya,False
konstanz,konstanz,False
acton,acton,False
adalaj,adalaj,False
adalia,adalia,False
la bresse,la bresse,False
la ciotat,la ciotat,False
laval,laval,False
landshut,landshut,False
langham,langham,False
langestraat,langestraat,False
langerwehe,langerwehe,False
langerak,langerak,False
langeraar,langeraar,False
langeais,langeais,False
lange geldersekade,lange geldersekade,False
landsmeer,landsmeer,False
aarau,aarau,False
lannion,lannion,False
landesmuseum,landesmuseum,False
aarburg,aarburg,False
landeck,landeck,False
aardenburg,aardenburg,False
aareschlucht,aareschlucht,False
aarhus,aarhus,False
aarlanderveen,aarlanderveen,False
lancaster,lancaster,False
langley mill,langley mill,False
laon,laon,False
aarschot,aarschot,False
lauda-königshofen,lauda-königshofen,False
lauterbrunnental,lauterbrunnental,False
lauterbrunnen,lauterbrunnen,False
launceston,launceston,False
launcells,launcells,False
lauingen,lauingen,False
lauenstein,lauenstein,False
lauenburg,lauenburg,False
lauder,lauder,False
laucala,laucala,False
laos,laos,False
latium,latium,False
latin kingdom of jerusalem,latin kingdom of jerusalem,False
"12th place, 554 west","12th place, 554 west",False
a coruña,a coruña,False
las palmas,las palmas,False
larvik,larvik,False
aalsmeer,aalsmeer,False
aalst,aalst,False
lanarkshire,lanarkshire,False
lambeth,lambeth,False
la courneuve,la courneuve,False
la roche-guyon,la roche-guyon,False
laaghalen,laaghalen,False
la-chaise-dieu,la-chaise-dieu,False
abbotskerswell,abbotskerswell,False
la turbie,la turbie,False
la spezia,la spezia,False
abcoude,abcoude,False
la sauve,la sauve,False
la rochelle,la rochelle,False
la roche-en-ardenne,la roche-en-ardenne,False
labarde,labarde,False
la rambla,la rambla,False
la orotava,la orotava,False
la motte-servolex,la motte-servolex,False
la marsa,la marsa,False
la louvière,la louvière,False
la hulpe,la hulpe,False
la flèche,la flèche,False
la couture,la couture,False
laax,laax,False
laboratoire arago,laboratoire arago,False
lambaesis,lambaesis,False
abbotsford,abbotsford,False
lamastre,lamastre,False
lake worth,lake worth,False
aartselaar,aartselaar,False
aba,aba,False
lake george,lake george,False
lahntal,lahntal,False
lahnstein,lahnstein,False
abbekerk,abbekerk,False
abbotsford house,abbotsford house,False
lac blanc,lac blanc,False
lago d'agnano,lago d'agnano,False
lage vuursche,lage vuursche,False
lafayette,lafayette,False
laeken,laeken,False
ladysmith,ladysmith,False
ladik,ladik,False
laconia,laconia,False
lacock,lacock,False
ludwigsstadt,ludwigsstadt,False
lugdunum,lugdunum,False
kloetinge,kloetinge,False
luggagia,luggagia,False
veghel,veghel,False
velsen,velsen,False
venice,venice,False
middelstum,middelstum,False
verona,verona,False
middelie,middelie,False
middelharnis,middelharnis,False
middagsfjell,middagsfjell,False
versailles,versailles,False
vicenza,vicenza,False
vienna,vienna,False
vietnam,vietnam,False
vincennes,vincennes,False
vlaardingen,vlaardingen,False
michaeliskirche,michaeliskirche,False
miami,miami,False
mezquita,mezquita,False
volendam,volendam,False
voorburg,voorburg,False
veere,veere,False
middenbeemster,middenbeemster,False
varanasi,varanasi,False
midwolde,midwolde,False
milwaukee,milwaukee,False
milngavie,milngavie,False
millville,millville,False
millingen,millingen,False
miletus,miletus,False
milete,milete,False
mihintale,mihintale,False
mieders,mieders,False
midlum,midlum,False
middle east,middle east,False
midlothian,midlothian,False
midlaren,midlaren,False
vanuatu,vanuatu,False
middletown,middletown,False
middleton,middleton,False
middlesex,middlesex,False
middlesbrough,middlesbrough,False
middlebury,middlebury,False
mewar,mewar,False
meuse area,meuse area,False
meuse,meuse,False
melrose abbey,melrose abbey,False
menat,menat,False
menars,menars,False
menai suspension bridge,menai suspension bridge,False
menai bridge,menai bridge,False
menaggio,menaggio,False
wales,wales,False
memmingen,memmingen,False
melun,melun,False
warmond,warmond,False
mendoza,mendoza,False
melnik,melnik,False
melbury bubb,melbury bubb,False
melbourne,melbourne,False
melas,melas,False
washington d.c.,washington d.c.,False
meiringen,meiringen,False
meijel,meijel,False
mehr,mehr,False
wageningen,wageningen,False
mennecy,mennecy,False
meurs,meurs,False
meriden,meriden,False
meudon,meudon,False
meteora,meteora,False
metaponto,metaponto,False
voorschoten,voorschoten,False
mesopotamia,mesopotamia,False
mesa verde national park,mesa verde national park,False
merseburg,merseburg,False
mers-el-kébir,mers-el-kébir,False
merevale,merevale,False
menominee,menominee,False
merelbeke,merelbeke,False
merced,merced,False
merawang,merawang,False
vreeland,vreeland,False
mer de glace,mer de glace,False
meppel,meppel,False
vystaviště,vystaviště,False
mensa christi church,mensa christi church,False
mina,mina,False
minden,minden,False
minneapolis,minneapolis,False
monte ceneri,monte ceneri,False
urbino,urbino,False
montelupo fiorentino,montelupo fiorentino,False
montelupo,montelupo,False
monte san salvatore,monte san salvatore,False
monte rosa,monte rosa,False
monte pellegrino,monte pellegrino,False
monte palatino,monte palatino,False
monte dei cappuccini,monte dei cappuccini,False
monte carlo,monte carlo,False
monterado,monterado,False
montauban,montauban,False
montana,montana,False
montalcino,montalcino,False
utrecht,utrecht,False
mont-dore,mont-dore,False
mont sainte-odile,mont sainte-odile,False
mont cenis,mont cenis,False
mont blanc,mont blanc,False
montenvers,montenvers,False
montereau,montereau,False
monschau,monschau,False
montpellier,montpellier,False
mook,mook,False
monza,monza,False
united states,united states,False
monts dore,monts dore,False
montrose,montrose,False
montreux,montreux,False
unknown,unknown,False
montreal,montreal,False
montpelier,montpelier,False
montevideo,montevideo,False
unknown place,unknown place,False
montluçon,montluçon,False
montivilliers,montivilliers,False
montigny-sur-loing,montigny-sur-loing,False
montgeron,montgeron,False
montgenèvre,montgenèvre,False
montfoort,montfoort,False
montferland,montferland,False
monster,monster,False
monreale,monreale,False
minneriya,minneriya,False
mitau,mitau,False
modderrivier,modderrivier,False
modave,modave,False
międzyzdroje,międzyzdroje,False
mizusawa,mizusawa,False
miyanoshita,miyanoshita,False
miyajima,miyajima,False
mittweida,mittweida,False
mittenwald,mittenwald,False
misurina,misurina,False
binnenhof,binnenhof,False
missouri,missouri,False
valkeveen,valkeveen,False
mishima,mishima,False
mirzapur,mirzapur,False
mirecourt,mirecourt,False
miraflores,miraflores,False
mino,mino,False
minnesota,minnesota,False
modderspruit,modderspruit,False
modern cast of 39.40.39a,modern cast of 39.40.39a,False
monmouthshire,monmouthshire,False
vaassen,vaassen,False
monmouth,monmouth,False
monkey island,monkey island,False
monistrol-d'allier,monistrol-d'allier,False
uttar pradesh,uttar pradesh,False
uzbekistan,uzbekistan,False
mongewell,mongewell,False
monchy-le-preux,monchy-le-preux,False
monasterboice,monasterboice,False
molosmes,molosmes,False
valenciennes,valenciennes,False
molenvliet,molenvliet,False
molde,molde,False
mojosari,mojosari,False
